,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
35,5/2/2021,13:00,Ligue 1,Matchweek 35,Sun,Home,W,1,0,Rennes,0.8,0.6,45,,Benoît Costil,4/2/2004,Antony Gautier,Match Report,,9,3,16.9,1,0,0,2021,Bordeaux
36,5/8/2021,13:00,Ligue 1,Matchweek 36,Sat,Away,L,0,3,Nantes,0.8,2,51,,Benoît Costil,4/2/2004,Benoît Millot,Match Report,,10,2,14.2,0,0,0,2021,Bordeaux
37,5/16/2021,21:00,Ligue 1,Matchweek 37,Sun,Home,W,3,0,Lens,2.5,1.3,34,,Benoît Costil,3/2/2005,Eric Wattellier,Match Report,,10,3,17,0,1,1,2021,Bordeaux
38,5/23/2021,21:00,Ligue 1,Matchweek 38,Sun,Away,W,2,1,Reims,1.1,1,44,,Laurent Koscielny,3/2/2005,Jérôme Brisard,Match Report,,12,5,19.7,1,0,0,2021,Bordeaux
0,8/22/2020,17:00,Ligue 1,Matchweek 1,Sat,Away,W,1,0,Dijon,1.5,0.9,46,,Ismaël Traoré,4-1-4-1,Eric Wattellier,Match Report,,12,4,14.4,0,0,0,2021,Angers
1,8/30/2020,15:00,Ligue 1,Matchweek 2,Sun,Home,L,0,2,Bordeaux,0.8,2,57,,Ismaël Traoré,4-1-4-1,Karim Abed,Match Report,,12,2,18.5,0,0,0,2021,Angers
2,9/13/2020,15:00,Ligue 1,Matchweek 3,Sun,Home,W,1,0,Reims,2,0.4,58,,Ismaël Traoré,4-1-4-1,Benoît Bastien,Match Report,,19,6,23.8,2,0,1,2021,Angers
3,9/20/2020,15:00,Ligue 1,Matchweek 4,Sun,Away,L,1,4,Montpellier,1.1,1.6,50,,Ismaël Traoré,4/3/2003,Stéphanie Frappart,Match Report,,14,3,19.8,0,0,0,2021,Angers
4,9/27/2020,15:00,Ligue 1,Matchweek 5,Sun,Home,W,3,2,Brest,1.1,3,53,,Ismaël Traoré,3/3/2004,Jeremy Stinat,Match Report,,12,4,15.6,0,0,0,2021,Angers
5,10/2/2020,21:00,Ligue 1,Matchweek 6,Fri,Away,L,1,6,Paris S-G,1,2.4,43,,Ismaël Traoré,4/1/2005,Franck Schneider,Match Report,,8,2,17.8,1,0,0,2021,Angers
6,10/18/2020,15:00,Ligue 1,Matchweek 7,Sun,Home,D,1,1,Metz,1.1,1.1,47,,Ismaël Traoré,4-1-4-1,Aurélien Petit,Match Report,,6,1,21.4,1,1,1,2021,Angers
7,10/23/2020,21:00,Ligue 1,Matchweek 8,Fri,Away,W,2,1,Rennes,1.2,1.4,37,,Ismaël Traoré,4-2-3-1,Jérémie Pignard,Match Report,,10,4,17.9,1,0,0,2021,Angers
8,11/1/2020,15:00,Ligue 1,Matchweek 9,Sun,Home,L,0,3,Nice,0.4,2.3,52,,Ismaël Traoré,4-2-3-1,Jeremy Stinat,Match Report,,11,5,22.4,1,0,0,2021,Angers
9,11/8/2020,15:00,Ligue 1,Matchweek 10,Sun,Away,W,5,1,Nîmes,2.8,1.9,41,,Ismaël Traoré,4-2-3-1,Franck Schneider,Match Report,,17,7,17.3,1,1,1,2021,Angers
10,11/22/2020,17:00,Ligue 1,Matchweek 11,Sun,Home,L,0,1,Lyon,1.1,1,50,,Ismaël Traoré,4-2-3-1,Amaury Delerue,Match Report,,19,7,19.8,0,0,0,2021,Angers
11,11/29/2020,15:00,Ligue 1,Matchweek 12,Sun,Away,W,3,1,Lens,2.3,1.4,36,,Ismaël Traoré,4-2-3-1,Aurélien Petit,Match Report,,18,6,17.4,0,0,0,2021,Angers
12,12/6/2020,15:00,Ligue 1,Matchweek 13,Sun,Home,W,2,0,Lorient,2,0.6,48,,Ismaël Traoré,4-2-3-1,Thomas Léonard,Match Report,,10,3,18.8,0,0,0,2021,Angers
13,12/11/2020,21:00,Ligue 1,Matchweek 14,Fri,Away,D,0,0,Saint-Étienne,0.7,1.3,38,,Ismaël Traoré,4-2-3-1,Jérôme Miguelgorry,Match Report,,8,3,17.2,1,0,0,2021,Angers
14,12/16/2020,19:00,Ligue 1,Matchweek 15,Wed,Home,L,0,2,Strasbourg,0.4,0.6,57,,Ismaël Traoré,4-2-3-1,Bastien Dechepy,Match Report,,9,2,20.9,1,0,0,2021,Angers
15,12/20/2020,15:00,Ligue 1,Matchweek 16,Sun,Away,D,1,1,Nantes,1.1,0.5,40,,Ismaël Traoré,4-2-3-1,Willy Delajod,Match Report,,12,6,17.5,1,0,0,2021,Angers
16,12/23/2020,21:00,Ligue 1,Matchweek 17,Wed,Home,W,2,1,Marseille,0.6,1.5,31,,Ismaël Traoré,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,9,2,16.6,0,0,0,2021,Angers
17,1/6/2021,21:00,Ligue 1,Matchweek 18,Wed,Away,W,2,1,Lille,0.6,0.4,35,,Ismaël Traoré,4-2-3-1,Thomas Léonard,Match Report,,7,3,20,0,0,0,2021,Angers
18,1/9/2021,21:00,Ligue 1,Matchweek 19,Sat,Away,L,0,3,Monaco,0.7,2.1,44,,Ismaël Traoré,4-2-3-1,Benoît Bastien,Match Report,,6,2,15.6,0,0,0,2021,Angers
19,1/16/2021,21:00,Ligue 1,Matchweek 20,Sat,Home,L,0,1,Paris S-G,0.9,1.4,39,,Ismaël Traoré,4/2/2004,Amaury Delerue,Match Report,,11,4,18.9,0,0,0,2021,Angers
20,1/24/2021,13:00,Ligue 1,Matchweek 21,Sun,Away,L,1,2,Bordeaux,1.8,1.3,54,,Ismaël Traoré,4-2-3-1,Florent Batta,Match Report,,15,7,15.5,1,0,0,2021,Angers
21,1/31/2021,15:00,Ligue 1,Matchweek 22,Sun,Home,W,3,1,Nîmes,1.5,1.1,40,,Ismaël Traoré,4-2-3-1,Ruddy Buquet,Match Report,,12,5,18.3,0,0,0,2021,Angers
22,2/3/2021,19:00,Ligue 1,Matchweek 23,Wed,Away,D,0,0,Reims,0.3,0.5,43,,Thomas Mangani,4-2-3-1,Aurélien Petit,Match Report,,6,2,23.6,1,0,0,2021,Angers
23,2/7/2021,15:00,Ligue 1,Matchweek 24,Sun,Away,L,0,3,Nice,0.9,1.2,49,,Ismaël Traoré,4-2-3-1,Jérôme Miguelgorry,Match Report,,10,3,19.9,1,0,0,2021,Angers
25,2/14/2021,15:00,Ligue 1,Matchweek 25,Sun,Home,L,1,3,Nantes,1.5,2,65,,Ismaël Traoré,4-2-3-1,François Letexier,Match Report,,7,2,13.9,0,1,1,2021,Angers
26,2/21/2021,15:00,Ligue 1,Matchweek 26,Sun,Away,D,0,0,Strasbourg,0.3,1.2,43,,Ismaël Traoré,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,8,3,21.3,0,0,0,2021,Angers
27,2/28/2021,15:00,Ligue 1,Matchweek 27,Sun,Home,D,2,2,Lens,1.6,1.3,40,,Ismaël Traoré,4-2-3-1,Bastien Dechepy,Match Report,,5,2,18.9,0,1,1,2021,Angers
28,3/3/2021,19:00,Ligue 1,Matchweek 28,Wed,Away,W,1,0,Metz,1.1,0.8,35,,Ismaël Traoré,4/1/2005,Johan Hamel,Match Report,,7,3,21.3,0,1,1,2021,Angers
30,3/13/2021,13:00,Ligue 1,Matchweek 29,Sat,Home,L,0,1,Saint-Étienne,0.2,0.8,54,,Ismaël Traoré,4-2-3-1,Benoît Millot,Match Report,,4,1,18.5,0,0,0,2021,Angers
31,3/21/2021,15:00,Ligue 1,Matchweek 30,Sun,Away,D,0,0,Brest,0.8,0.6,48,,Ismaël Traoré,4-4-1-1,Aurélien Petit,Match Report,,15,5,22.8,1,0,0,2021,Angers
32,4/4/2021,13:00,Ligue 1,Matchweek 31,Sun,Home,D,1,1,Montpellier,1.1,2.2,62,,Ismaël Traoré,4-4-1-1,Florent Batta,Match Report,,14,4,19.2,1,0,0,2021,Angers
34,4/11/2021,21:00,Ligue 1,Matchweek 32,Sun,Away,L,0,3,Lyon,1.2,2.6,47,,Ismaël Traoré,3/2/2005,Mikael Lesage,Match Report,,11,3,13,0,0,0,2021,Angers
35,4/17/2021,12:45,Ligue 1,Matchweek 33,Sat,Home,L,0,3,Rennes,0.6,1.3,41,,Ismaël Traoré,3/3/2004,Thomas Léonard,Match Report,,10,3,21.4,0,0,0,2021,Angers
37,4/25/2021,17:05,Ligue 1,Matchweek 34,Sun,Home,L,0,1,Monaco,0.1,1.6,42,,Ismaël Traoré,3/2/2005,Hakim Ben El Hadj Salem,Match Report,,4,0,29.5,0,0,0,2021,Angers
38,5/2/2021,15:00,Ligue 1,Matchweek 35,Sun,Away,L,0,2,Lorient,0.8,1.7,50,,Ismaël Traoré,3/2/2005,Willy Delajod,Match Report,,9,2,23.1,0,0,0,2021,Angers
39,5/9/2021,15:00,Ligue 1,Matchweek 36,Sun,Home,W,3,0,Dijon,1.9,0.3,44,,Thomas Mangani,4-2-3-1,Jérôme Brisard,Match Report,,12,5,16.2,1,0,0,2021,Angers
40,5/16/2021,21:00,Ligue 1,Matchweek 37,Sun,Away,L,2,3,Marseille,1.7,2.4,47,,Thomas Mangani,4-2-3-1,Franck Schneider,Match Report,,11,5,18.8,1,0,0,2021,Angers
41,5/23/2021,21:00,Ligue 1,Matchweek 38,Sun,Home,L,1,2,Lille,0.6,1.6,57,,Romain Thomas,4-2-3-1,Benoît Bastien,Match Report,,11,4,19.2,1,0,0,2021,Angers
0,8/23/2020,13:00,Ligue 1,Matchweek 1,Sun,Away,D,2,2,Monaco,1.7,1.8,25,,Yunis Abdelhamid,4/2/2004,François Letexier,Match Report,,9,3,15.4,0,0,0,2021,Reims
1,8/30/2020,13:00,Ligue 1,Matchweek 2,Sun,Home,L,0,1,Lille,0.3,1.2,50,,Yunis Abdelhamid,4-1-4-1,Stéphanie Frappart,Match Report,,4,0,24.9,0,0,0,2021,Reims
2,9/13/2020,15:00,Ligue 1,Matchweek 3,Sun,Away,L,0,1,Angers,0.4,2,42,,Xavier Chavalerin,4/2/2004,Benoît Bastien,Match Report,,7,2,17.6,1,0,0,2021,Reims
4,9/20/2020,15:00,Ligue 1,Matchweek 4,Sun,Away,L,1,2,Metz,1.2,1.7,41,,Yunis Abdelhamid,4-2-3-1,Johan Hamel,Match Report,,9,3,22.2,0,1,1,2021,Reims
6,9/27/2020,21:00,Ligue 1,Matchweek 5,Sun,Home,L,0,2,Paris S-G,0.3,3.8,36,,Yunis Abdelhamid,4-1-4-1,Ruddy Buquet,Match Report,,8,3,23.4,0,0,0,2021,Reims
7,10/4/2020,17:00,Ligue 1,Matchweek 6,Sun,Away,D,2,2,Rennes,1.1,1.8,27,,Yunis Abdelhamid,4/2/2004,Florent Batta,Match Report,,9,4,14.1,0,0,0,2021,Reims
8,10/17/2020,17:00,Ligue 1,Matchweek 7,Sat,Home,L,1,3,Lorient,0.3,2.7,47,,Yunis Abdelhamid,4-2-3-1,Mikael Lesage,Match Report,,6,3,19.5,0,0,0,2021,Reims
9,10/25/2020,15:00,Ligue 1,Matchweek 8,Sun,Away,W,4,0,Montpellier,4,0.3,67,,Yunis Abdelhamid,4/2/2004,Willy Delajod,Match Report,,22,7,16.7,1,2,2,2021,Reims
10,11/1/2020,15:00,Ligue 1,Matchweek 9,Sun,Home,W,2,1,Strasbourg,0.6,1.5,51,,Yunis Abdelhamid,4/2/2004,Eric Wattellier,Match Report,,12,4,24.5,1,0,0,2021,Reims
11,11/8/2020,15:00,Ligue 1,Matchweek 10,Sun,Away,D,4,4,Lens,1,1.6,38,,Yunis Abdelhamid,4/2/2004,Thomas Léonard,Match Report,,8,6,18.2,0,0,0,2021,Reims
12,11/22/2020,15:00,Ligue 1,Matchweek 11,Sun,Home,L,0,1,Nîmes,1.5,1,70,,Yunis Abdelhamid,4/2/2004,Jeremy Stinat,Match Report,,16,6,20.3,1,0,0,2021,Reims
13,11/29/2020,13:00,Ligue 1,Matchweek 12,Sun,Away,L,0,3,Lyon,0.4,1.7,36,,Yunis Abdelhamid,4/2/2004,Jérôme Miguelgorry,Match Report,,9,2,23.9,1,0,0,2021,Reims
14,12/6/2020,17:00,Ligue 1,Matchweek 13,Sun,Home,D,0,0,Nice,0.5,0.7,35,,Yunis Abdelhamid,4-2-3-1,Stéphanie Frappart,Match Report,,11,2,21,1,0,0,2021,Reims
15,12/13/2020,15:00,Ligue 1,Matchweek 14,Sun,Away,L,1,2,Brest,0.6,3,49,,Yunis Abdelhamid,4/2/2004,Aurélien Petit,Match Report,,10,4,18.5,0,0,0,2021,Reims
16,12/16/2020,19:00,Ligue 1,Matchweek 15,Wed,Home,W,3,2,Nantes,1.8,2,46,,Yunis Abdelhamid,4/2/2004,Karim Abed,Match Report,,12,3,18.6,1,1,1,2021,Reims
17,12/19/2020,19:00,Ligue 1,Matchweek 16,Sat,Away,D,1,1,Marseille,0.3,1.3,30,,Yunis Abdelhamid,5/1/2004,Thomas Léonard,Match Report,,3,1,21.8,0,0,0,2021,Reims
18,12/23/2020,19:00,Ligue 1,Matchweek 17,Wed,Away,W,3,1,Bordeaux,1,1.1,38,,Yunis Abdelhamid,4-1-4-1,Jérôme Brisard,Match Report,,10,5,20,0,0,0,2021,Reims
19,1/6/2021,21:00,Ligue 1,Matchweek 18,Wed,Home,D,0,0,Dijon,0.7,0.3,57,,Yunis Abdelhamid,4-1-4-1,Amaury Delerue,Match Report,,9,3,19.9,1,0,0,2021,Reims
20,1/9/2021,21:00,Ligue 1,Matchweek 19,Sat,Home,W,3,1,Saint-Étienne,1.6,1.5,36,,Yunis Abdelhamid,4-1-4-1,Florent Batta,Match Report,,6,2,19.9,1,1,1,2021,Reims
21,1/17/2021,17:00,Ligue 1,Matchweek 20,Sun,Away,L,1,2,Lille,0.3,1.6,39,,Yunis Abdelhamid,4-1-4-1,Benoît Millot,Match Report,,8,4,22.1,0,0,0,2021,Reims
22,1/24/2021,15:00,Ligue 1,Matchweek 21,Sun,Home,W,1,0,Brest,1.1,1.3,36,,Yunis Abdelhamid,4-1-4-1,Johan Hamel,Match Report,,12,2,17.5,0,0,0,2021,Reims
23,1/31/2021,15:00,Ligue 1,Matchweek 22,Sun,Away,W,1,0,Strasbourg,1.4,1.2,52,,Yunis Abdelhamid,4-1-4-1,Stéphanie Frappart,Match Report,,10,5,17.5,0,0,0,2021,Reims
24,2/3/2021,19:00,Ligue 1,Matchweek 23,Wed,Home,D,0,0,Angers,0.5,0.3,57,,Yunis Abdelhamid,4-1-4-1,Aurélien Petit,Match Report,,10,2,20,1,0,0,2021,Reims
25,2/6/2021,17:00,Ligue 1,Matchweek 24,Sat,Away,L,0,1,Lorient,0.9,1,60,,Yunis Abdelhamid,4-1-4-1,Thomas Léonard,Match Report,,13,3,21.8,1,0,0,2021,Reims
27,2/13/2021,19:00,Ligue 1,Matchweek 25,Sat,Home,D,1,1,Lens,0.7,2.9,37,,Xavier Chavalerin,4-1-4-1,Eric Wattellier,Match Report,,9,6,19.3,0,0,0,2021,Reims
28,2/20/2021,13:00,Ligue 1,Matchweek 26,Sat,Away,D,1,1,Saint-Étienne,0.4,2,51,,Thomas Foket,4-1-4-1,Antony Gautier,Match Report,,4,2,9.2,0,0,0,2021,Reims
29,2/28/2021,15:00,Ligue 1,Matchweek 27,Sun,Home,D,0,0,Montpellier,0.4,0.4,57,,Yunis Abdelhamid,4-1-4-1,François Letexier,Match Report,,9,2,19.2,1,0,0,2021,Reims
30,3/3/2021,21:00,Ligue 1,Matchweek 28,Wed,Away,W,2,1,Nantes,0.6,1.3,51,,Yunis Abdelhamid,4-1-4-1,Willy Delajod,Match Report,,4,2,8.7,0,0,0,2021,Reims
31,3/12/2021,21:00,Ligue 1,Matchweek 29,Fri,Home,D,1,1,Lyon,0.7,1.5,32,,Yunis Abdelhamid,4-2-3-1,Jérôme Brisard,Match Report,,14,5,20.4,0,0,0,2021,Reims
32,3/21/2021,15:00,Ligue 1,Matchweek 30,Sun,Away,W,1,0,Dijon,1.1,0.9,47,,Yunis Abdelhamid,4-1-4-1,Benoît Bastien,Match Report,,9,2,21.7,1,0,0,2021,Reims
33,4/4/2021,15:00,Ligue 1,Matchweek 31,Sun,Home,D,2,2,Rennes,1,2.3,42,,Xavier Chavalerin,4-1-4-1,Karim Abed,Match Report,,9,4,21,1,0,0,2021,Reims
34,4/11/2021,15:00,Ligue 1,Matchweek 32,Sun,Away,D,0,0,Nice,0.5,0.6,46,,Yunis Abdelhamid,3/3/2004,Jeremy Stinat,Match Report,,10,1,18.6,0,0,0,2021,Reims
35,4/18/2021,15:00,Ligue 1,Matchweek 33,Sun,Home,D,0,0,Metz,0.9,0.7,48,,Yunis Abdelhamid,4/2/2004,Jérôme Miguelgorry,Match Report,,15,6,19.2,0,0,0,2021,Reims
36,4/23/2021,21:00,Ligue 1,Matchweek 34,Fri,Home,L,1,3,Marseille,0.6,2.1,42,,Yunis Abdelhamid,4-1-4-1,Eric Wattellier,Match Report,,10,1,19.4,0,0,0,2021,Reims
37,5/2/2021,15:00,Ligue 1,Matchweek 35,Sun,Away,D,2,2,Nîmes,0.8,2.5,49,,Yunis Abdelhamid,3/3/2004,Benoît Millot,Match Report,,12,7,23.3,1,0,0,2021,Reims
38,5/9/2021,17:05,Ligue 1,Matchweek 36,Sun,Home,L,0,1,Monaco,0.4,0.9,40,,Yunis Abdelhamid,4-1-4-1,Antony Gautier,Match Report,,8,2,17.9,0,0,0,2021,Reims
39,5/16/2021,21:00,Ligue 1,Matchweek 37,Sun,Away,L,0,4,Paris S-G,0.1,3.6,42,,Yunis Abdelhamid,4-1-4-1,Clément Turpin,Match Report,,2,0,22.3,0,0,0,2021,Reims
40,5/23/2021,21:00,Ligue 1,Matchweek 38,Sun,Home,L,1,2,Bordeaux,1,1.1,56,,Xavier Chavalerin,4/2/2004,Jérôme Brisard,Match Report,,10,3,14.6,0,0,0,2021,Reims
0,8/23/2020,15:00,Ligue 1,Matchweek 1,Sun,Away,L,1,3,Lorient,0.3,2.9,50,,Stefan Mitrović,4-2-3-1,Johan Hamel,Match Report,,7,1,27.7,0,0,0,2021,Strasbourg
1,8/29/2020,21:00,Ligue 1,Matchweek 2,Sat,Home,L,0,2,Nice,0.3,1.3,45,,Lamine Koné,4-2-3-1,Jérôme Brisard,Match Report,,6,0,20.3,1,0,0,2021,Strasbourg
2,9/12/2020,21:00,Ligue 1,Matchweek 3,Sat,Away,L,0,2,Saint-Étienne,1.4,2,51,,Stefan Mitrović,4/1/2005,Eric Wattellier,Match Report,,14,6,18.2,2,0,0,2021,Strasbourg
3,9/20/2020,15:00,Ligue 1,Matchweek 4,Sun,Home,W,1,0,Dijon,2.7,0.6,58,,Stefan Mitrović,4-1-2-1-2◆,Florent Batta,Match Report,,17,6,18.1,2,0,0,2021,Strasbourg
4,9/27/2020,15:00,Ligue 1,Matchweek 5,Sun,Away,L,2,3,Monaco,1.5,1.3,43,,Stefan Mitrović,4-1-2-1-2◆,Jérémie Pignard,Match Report,,8,4,23.1,0,1,1,2021,Strasbourg
5,10/4/2020,15:00,Ligue 1,Matchweek 6,Sun,Home,L,0,3,Lille,1.6,1.8,47,,Stefan Mitrović,4/2/2004,Mikael Lesage,Match Report,,15,2,14.2,0,0,0,2021,Strasbourg
6,10/18/2020,13:00,Ligue 1,Matchweek 7,Sun,Home,L,2,3,Lyon,2.1,3.9,53,,Stefan Mitrović,4-1-4-1,Ruddy Buquet,Match Report,,19,8,15.8,1,0,0,2021,Strasbourg
7,10/25/2020,15:00,Ligue 1,Matchweek 8,Sun,Away,W,3,0,Brest,1.2,0.9,37,,Stefan Mitrović,3/2/2005,Jérôme Miguelgorry,Match Report,,6,4,24.1,0,1,1,2021,Strasbourg
8,11/1/2020,15:00,Ligue 1,Matchweek 9,Sun,Away,L,1,2,Reims,1.5,0.6,49,,Stefan Mitrović,3/2/2005,Eric Wattellier,Match Report,,7,1,17.1,0,1,1,2021,Strasbourg
9,11/6/2020,21:00,Ligue 1,Matchweek 10,Fri,Home,L,0,1,Marseille,0.4,0.1,53,,Stefan Mitrović,4-2-3-1,Johan Hamel,Match Report,,9,2,20.6,0,0,0,2021,Strasbourg
10,11/22/2020,15:00,Ligue 1,Matchweek 11,Sun,Away,L,3,4,Montpellier,2.9,2.8,43,,Stefan Mitrović,4/2/2004,Jérôme Brisard,Match Report,,7,3,19,0,2,2,2021,Strasbourg
11,11/27/2020,21:00,Ligue 1,Matchweek 12,Fri,Home,D,1,1,Rennes,0.8,2.5,32,,Stefan Mitrović,4-1-2-1-2◆,Benoît Millot,Match Report,,6,3,29.9,1,0,0,2021,Strasbourg
12,12/6/2020,15:00,Ligue 1,Matchweek 13,Sun,Away,W,4,0,Nantes,2.7,0.7,38,,Adrien Thomasson,4-2-3-1,Clément Turpin,Match Report,,10,6,18.8,1,2,2,2021,Strasbourg
13,12/13/2020,15:00,Ligue 1,Matchweek 14,Sun,Home,D,2,2,Metz,1.1,1.7,57,,Adrien Thomasson,4-2-3-1,François Letexier,Match Report,,17,4,22.4,0,0,0,2021,Strasbourg
14,12/16/2020,19:00,Ligue 1,Matchweek 15,Wed,Away,W,2,0,Angers,0.6,0.4,43,,Adrien Thomasson,4-2-3-1,Bastien Dechepy,Match Report,,7,3,20.9,0,0,0,2021,Strasbourg
15,12/20/2020,15:00,Ligue 1,Matchweek 16,Sun,Home,L,0,2,Bordeaux,1,1,54,,Adrien Thomasson,4-2-3-1,Benoît Bastien,Match Report,,10,3,16.3,1,0,0,2021,Strasbourg
16,12/23/2020,21:00,Ligue 1,Matchweek 17,Wed,Away,L,0,4,Paris S-G,0.6,2.9,31,,Stefan Mitrović,3-5-1-1,Jérôme Miguelgorry,Match Report,,8,2,18.3,0,0,0,2021,Strasbourg
17,1/6/2021,19:00,Ligue 1,Matchweek 18,Wed,Home,W,5,0,Nîmes,4.9,1,59,,Adrien Thomasson,4-1-2-1-2◆,Benoît Millot,Match Report,,18,9,16.5,0,2,3,2021,Strasbourg
18,1/9/2021,21:00,Ligue 1,Matchweek 19,Sat,Away,W,1,0,Lens,1.3,0.6,35,,Adrien Thomasson,4-2-3-1,Clément Turpin,Match Report,,10,4,19.6,0,0,0,2021,Strasbourg
19,1/17/2021,15:00,Ligue 1,Matchweek 20,Sun,Home,W,1,0,Saint-Étienne,2.2,1.5,42,,Stefan Mitrović,4-1-3-2,Antony Gautier,Match Report,,15,2,17.4,0,0,0,2021,Strasbourg
20,1/24/2021,15:00,Ligue 1,Matchweek 21,Sun,Away,D,1,1,Dijon,2.4,0.7,50,,Stefan Mitrović,4-2-3-1,Jérôme Brisard,Match Report,,15,2,14.5,0,0,0,2021,Strasbourg
21,1/31/2021,15:00,Ligue 1,Matchweek 22,Sun,Home,L,0,1,Reims,1.2,1.4,48,,Stefan Mitrović,4-2-3-1,Stéphanie Frappart,Match Report,,12,2,20.3,1,0,0,2021,Strasbourg
22,2/3/2021,19:00,Ligue 1,Matchweek 23,Wed,Home,D,2,2,Brest,0.4,0.9,41,,Stefan Mitrović,4-2-3-1,Florent Batta,Match Report,,9,4,23.8,0,0,0,2021,Strasbourg
23,2/6/2021,19:00,Ligue 1,Matchweek 24,Sat,Away,L,0,3,Lyon,0.3,1.4,31,,Stefan Mitrović,4-2-3-1,Amaury Delerue,Match Report,,8,1,23.4,0,0,0,2021,Strasbourg
25,2/14/2021,15:00,Ligue 1,Matchweek 25,Sun,Away,W,2,1,Metz,1.5,1.7,55,,Stefan Mitrović,4-1-2-1-2◆,Mikael Lesage,Match Report,,13,2,19,1,0,0,2021,Strasbourg
26,2/21/2021,15:00,Ligue 1,Matchweek 26,Sun,Home,D,0,0,Angers,1.2,0.3,57,,Stefan Mitrović,4-1-2-1-2◆,Hakim Ben El Hadj Salem,Match Report,,15,2,15,0,0,0,2021,Strasbourg
27,2/28/2021,17:00,Ligue 1,Matchweek 27,Sun,Away,D,1,1,Lille,0.9,1.1,32,,Stefan Mitrović,4/2/2004,Jérôme Brisard,Match Report,,10,3,24.6,0,0,0,2021,Strasbourg
28,3/3/2021,21:00,Ligue 1,Matchweek 28,Wed,Home,W,1,0,Monaco,0.9,0.6,38,,Stefan Mitrović,3-4-1-2,Eric Wattellier,Match Report,,17,2,20.5,0,0,0,2021,Strasbourg
29,3/14/2021,15:00,Ligue 1,Matchweek 29,Sun,Away,L,0,1,Rennes,0.6,1,50,,Stefan Mitrović,4-1-2-1-2◆,Bastien Dechepy,Match Report,,6,1,17.8,1,0,0,2021,Strasbourg
30,3/21/2021,13:00,Ligue 1,Matchweek 30,Sun,Home,L,1,2,Lens,2.2,1.8,60,,Stefan Mitrović,3-5-1-1,Jeremy Stinat,Match Report,,17,5,16.6,1,0,0,2021,Strasbourg
31,4/4/2021,15:00,Ligue 1,Matchweek 31,Sun,Away,W,3,2,Bordeaux,2.2,1.7,38,,Stefan Mitrović,4-1-2-1-2◆,Jérôme Brisard,Match Report,,11,4,16.8,0,1,1,2021,Strasbourg
32,4/10/2021,17:00,Ligue 1,Matchweek 32,Sat,Home,L,1,4,Paris S-G,0.9,1.9,37,,Stefan Mitrović,4-2-3-1,Jérémie Pignard,Match Report,,9,3,15.2,0,0,0,2021,Strasbourg
33,4/18/2021,15:00,Ligue 1,Matchweek 33,Sun,Away,D,1,1,Nîmes,1.1,1.4,48,,Stefan Mitrović,4-1-2-1-2◆,Antony Gautier,Match Report,,6,2,22.7,0,0,1,2021,Strasbourg
34,4/25/2021,15:00,Ligue 1,Matchweek 34,Sun,Home,L,1,2,Nantes,1.5,1.2,64,,Stefan Mitrović,4-3-1-2,Ruddy Buquet,Match Report,,12,4,16.2,1,0,0,2021,Strasbourg
35,4/30/2021,21:00,Ligue 1,Matchweek 35,Fri,Away,D,1,1,Marseille,0.4,1,32,,Stefan Mitrović,3/2/2005,Stéphanie Frappart,Match Report,,8,5,18.6,0,0,0,2021,Strasbourg
36,5/9/2021,15:00,Ligue 1,Matchweek 36,Sun,Home,L,2,3,Montpellier,1.8,0.7,57,,Stefan Mitrović,4-1-2-1-2◆,Jérôme Miguelgorry,Match Report,,18,7,16.7,1,0,0,2021,Strasbourg
37,5/16/2021,21:00,Ligue 1,Matchweek 37,Sun,Away,W,2,0,Nice,1.9,0.9,28,,Stefan Mitrović,3/2/2005,Mikael Lesage,Match Report,,11,5,13.5,1,0,0,2021,Strasbourg
38,5/23/2021,21:00,Ligue 1,Matchweek 38,Sun,Home,D,1,1,Lorient,0.3,0.4,51,,Stefan Mitrović,3/2/2005,Stéphanie Frappart,Match Report,,6,2,27.1,1,0,0,2021,Strasbourg
0,8/23/2020,15:00,Ligue 1,Matchweek 1,Sun,Home,W,3,1,Strasbourg,2.9,0.3,50,,Fabien Lemoine,4-2-3-1,Johan Hamel,Match Report,,9,6,14.8,1,1,1,2021,Lorient
1,8/30/2020,15:00,Ligue 1,Matchweek 2,Sun,Away,L,0,2,Saint-Étienne,0.3,1.4,48,,Fabien Lemoine,3/3/2004,Florent Batta,Match Report,,6,1,22.7,1,0,0,2021,Lorient
2,9/13/2020,15:00,Ligue 1,Matchweek 3,Sun,Home,L,2,3,Lens,1,2,47,,Fabien Lemoine,3/3/2004,Aurélien Petit,Match Report,,5,2,31.4,1,1,1,2021,Lorient
3,9/20/2020,15:00,Ligue 1,Matchweek 4,Sun,Away,L,2,3,Brest,1.7,1.1,43,,Fabien Lemoine,4-2-3-1,Karim Abed,Match Report,,10,4,18.3,0,0,0,2021,Lorient
4,9/27/2020,17:00,Ligue 1,Matchweek 5,Sun,Home,D,1,1,Lyon,0.2,1,31,,Fabien Lemoine,4/1/2005,Clément Turpin,Match Report,,4,2,14,0,0,0,2021,Lorient
